num_rows,num_columns,num_numeric_columns,num_string_columns,null_ratio_mean,null_ratio_max,null_ratio_std,num_high_null_columns,avg_unique_ratio,min_unique_ratio,num_constant_columns,num_mixed_type_columns,avg_string_length_variance,max_string_length_variance,avg_skewness,avg_kurtosis,empty_row_ratio,label,source,timestamp
394,18,6,12,0.010857304004512127,0.09390862944162437,0.029414451007585506,0,0.4954878736604625,0.007614213197969543,0,2,6.133353013259556,14.418153778365276,-0.2464537013278791,4.1927595472119545,0.0,1,2019_games_athletes.csv_b1,2026-05-03T05:44:07.390285+00:00
394,18,6,12,0.010575296108291032,0.09390862944162437,0.02863074663116365,0,0.4885786802030457,0.007614213197969543,0,2,6.133353013259556,14.418153778365276,0.28334434088179083,9.179780034494287,0.0,0,2019_games_athletes.csv_b1,2026-05-03T05:44:07.390285+00:00
118455,11,1,10,0.48247397362251104,1.0,0.39793513145384046,4,0.26979328552077697,8.442024397450509e-6,4,1,6.2116821728504,38.66515273991345,4.6935180317729985,20.03800665925994,0.0,0,portugal.csv_b14,2026-05-03T05:43:59.520576+00:00
100000,11,1,10,0.14414727272727273,0.14664,0.0021313038728316335,0,0.15747545454545453,0.00002,0,0,1.118444137915215,10.66576333667199,5.18456849178469,24.9858325821753,0.0,0,kaggle_bitcoin_historical_data_736cb3.csv_b26,2026-05-03T05:43:05.643671+00:00
100000,11,6,5,0.0,0.0,0.0,0,0.16120909090909094,0.00001,5,0,0.0,0.0,4.120536055559069,178.11927551798678,0.0,1,kaggle_bitcoin_historical_data_736cb3.csv_b18,2026-05-03T05:43:05.643671+00:00
680,22,18,4,0.015775401069518715,0.2897058823529412,0.05981316889648409,0,0.11336898395721921,0.0058823529411764705,0,0,3.6936270900112627,9.276910248635538,2.0498789945301743,7.520144145830148,0.0,1,player_defense.csv_b1,2026-05-03T05:43:44.134482+00:00
1257,7,5,2,0.12342311626321172,0.13762927605409706,0.008914045482953778,0,0.5889305602909422,0.0015910898965791568,0,0,0.0,0.0,-0.5887485145593429,6.881897254040363,0.0,0,ORCL_data.csv_b1,2026-05-03T05:43:24.677280+00:00
100000,11,4,7,0.36525818181818176,1.0,0.4798455558693895,4,0.24660272727272725,0.00001,4,0,6.192825344574443,24.714161535962333,1.230413159349942,2.749187297741088,0.0,1,france.csv_b10,2026-05-03T05:42:49.598536+00:00
100000,11,3,8,0.45505,1.0,0.4974713582435951,5,0.27439363636363634,0.00001,5,2,3.0426235617356174,23.90314469184692,0.2509133355982976,-0.7500333521571821,0.0,1,spain.csv_b39,2026-05-03T05:43:44.408777+00:00
100000,11,6,5,0.0,0.0,0.0,0,0.3589218181818182,0.00001,5,0,0.0,0.0,1.1598813297463044,29.11955064744035,0.0,1,kaggle_bitcoin_historical_data_736cb3.csv_b29,2026-05-03T05:43:05.643671+00:00
100000,11,4,7,0.40678363636363635,1.0,0.4561629198248587,4,0.2753390909090909,0.00001,4,0,8.62897147670824,33.38785254562546,1.7768183671535993,4.975789206479864,0.0,1,france.csv_b45,2026-05-03T05:42:49.598536+00:00
100000,11,1,10,0.4602854545454545,1.0,0.4148067823229956,4,0.3270036363636364,0.00001,4,1,6.2243536548637355,38.530920036195134,-2.860214060883944,6.214681787646681,0.0,0,portugal.csv_b30,2026-05-03T05:43:59.520576+00:00
100000,11,4,7,0.37012818181818186,1.0,0.4765554253145107,4,0.2509718181818182,0.00001,4,1,6.736493334847161,24.57397073160401,-1.05798118917821,21.46692728694658,0.0,0,france.csv_b27,2026-05-03T05:42:49.598536+00:00
100000,11,4,7,0.3655509090909091,1.0,0.47963446167518686,4,0.2605909090909091,0.00001,4,0,6.0404637224749775,26.72486046156888,0.410978129027583,1.5646953116294475,0.0,1,france.csv_b26,2026-05-03T05:42:49.598536+00:00
1259,7,5,2,0.0,0.0,0.0,0,0.7838420515148077,0.0007942811755361397,1,0,0.0,0.0,0.9482824400382039,9.571588177691137,0.0,1,CVS_data.csv_b1,2026-05-03T05:43:23.520860+00:00
100000,2,2,0,0.0,0.0,0.0,0,0.6798900000000001,0.64958,0,0,0.0,0.0,0.058868068674772,-1.0343123292376404,0.0,1,elliptic_txs_edgelist.csv_b1,2026-05-03T05:43:03.842472+00:00
120197,11,3,8,0.4288641298716426,1.0,0.43878838410029547,4,0.2192605018881881,8.319675199880196e-6,4,0,7.5623870116835334,33.421835489322326,1.970889729501514,29.237069557184878,0.0,0,france.csv_b45,2026-05-03T05:42:49.598536+00:00
100000,11,2,9,0.37638,1.0,0.4714129067157388,4,0.25632272727272726,0.00001,4,1,4.148014906234731,22.43594450891604,0.03341076311474134,10.11738420744817,0.0,0,germany.csv_b5,2026-05-03T05:43:26.711484+00:00
446,117,54,63,0.7622168563872601,1.0,0.4207231901191619,89,0.09562684450576826,0.002242152466367713,19,0,0.0,0.0,NaN,NaN,0.0,1,foot_traffic___mobility_data_for_bolivia_60ff0c45.csv_b1,2026-05-03T05:43:24.445282+00:00
123304,11,2,9,0.47433025840052373,1.0,0.4038876052060134,4,0.26472340350235635,8.110036981768637e-6,4,2,6.910275946901867,38.81941569694553,0.005065481884969025,-0.3661722016723177,0.0,0,portugal.csv_b31,2026-05-03T05:43:59.520576+00:00
100000,11,2,9,0.3975909090909091,1.0,0.4629713140427237,4,0.3690818181818182,0.00001,4,2,6.921595410994488,38.66584131810734,0.002208335458779298,-0.3590240399389728,0.0,1,portugal.csv_b7,2026-05-03T05:43:59.520576+00:00
1420,7,1,6,0.10492957746478872,0.11408450704225352,0.008955417740148044,0,0.6215291750503018,0.0014084507042253522,0,0,0.11267146301702813,0.3800614476538669,-0.2006977857807729,-0.6731034838791192,0.0,0,AXP_data.csv_b1,2026-05-03T05:43:04.494178+00:00
1259,7,5,2,0.0,0.0,0.0,0,0.8302507659139906,0.0007942811755361397,1,0,0.0,0.0,1.1846289952467592,9.612074294461163,0.0,1,BIIB_data.csv_b1,2026-05-03T05:43:25.343920+00:00
100000,11,2,9,0.5069563636363636,1.0,0.4772385537895493,6,0.27592818181818185,0.00001,5,0,2.4064071005488077,12.06982085820858,0.5335465732712931,0.12696681525719578,0.0,1,germany.csv_b32,2026-05-03T05:43:26.711484+00:00
1383,7,2,5,0.0,0.0,0.0,0,0.714079124057432,0.0007230657989877079,1,0,0.10622851599900802,0.3040371348177633,0.02601331971234675,-0.9715026306761396,0.0,0,AIZ_data.csv_b1,2026-05-03T05:44:07.639633+00:00
114940,11,3,8,0.5073200246769066,1.0,0.44976560562736156,5,0.1967556195327206,8.700191404210892e-6,5,1,3.1931100665723635,25.128904018485045,0.979593735034637,6.556692630509457,0.0,0,spain.csv_b12,2026-05-03T05:43:44.408777+00:00
100000,11,4,7,0.36479818181818174,1.0,0.48018069329667556,4,0.26872636363636365,0.00001,4,0,8.015272605281664,34.03391090300904,1.0529887268334959,2.8493938927066225,0.0,1,france.csv_b49,2026-05-03T05:42:49.598536+00:00
100000,11,3,8,0.4552509090909091,1.0,0.49729019560476767,5,0.25481545454545457,0.00001,5,1,4.584866806755566,36.133382703427024,-0.3529062264060218,-0.9095473409705265,0.0,1,spain.csv_b29,2026-05-03T05:43:44.408777+00:00
112191,11,4,7,0.11228983689341474,0.11442985622732661,0.0009224718813914257,0,0.25876488229083355,0.000017826741895517464,0,0,0.02074066305523225,0.14518464138662573,4.569384471256989,84.23777468897823,0.0,0,kaggle_bitcoin_historical_data_736cb3.csv_b36,2026-05-03T05:43:05.643671+00:00
1259,7,5,2,0.0,0.0,0.0,0,0.7758992397594462,0.0007942811755361397,1,0,0.0,0.0,0.5791643273521044,0.7838266428730821,0.0,1,LNC_data.csv_b1,2026-05-03T05:43:04.432437+00:00
11542,10,9,1,0.0,0.0,0.0,0,0.7417172067232716,0.00034656038814763474,0,0,1.5151163434392725,1.5151163434392725,0.394726147611636,12.40371987229817,0.0,0,farmer_advisor_dataset.csv_b1,2026-05-03T05:43:04.309630+00:00
100000,11,6,5,0.0,0.0,0.0,0,0.42788272727272714,0.00001,5,0,0.0,0.0,1.4643547569806683,26.79910038965667,0.0,1,kaggle_bitcoin_historical_data_736cb3.csv_b41,2026-05-03T05:43:05.643671+00:00
1259,7,5,2,0.0,0.0,0.0,0,0.5730171337796437,0.0007942811755361397,1,0,0.0,0.0,0.6879219956282858,8.667184086314617,0.0,1,WU_data.csv_b1,2026-05-03T05:43:03.797234+00:00
1259,7,5,2,0.0,0.0,0.0,0,0.7975717689776466,0.0007942811755361397,1,0,0.0,0.0,3.7512193495213126,76.39250470489844,0.0,1,PKG_data.csv_b1,2026-05-03T05:44:07.435842+00:00
1555,7,5,2,0.10491502067064766,0.12154340836012861,0.008499794951746716,0,0.5576481396417087,0.0012861736334405145,0,0,0.0,0.0,-0.539543392471936,6.498788132484664,0.0,0,MCO_data.csv_b1,2026-05-03T05:43:26.606733+00:00
100000,11,6,5,0.0,0.0,0.0,0,0.09867363636363638,0.00001,5,0,0.0,0.0,10.86443137338592,1335.7802159806804,0.0,1,kaggle_bitcoin_historical_data_736cb3.csv_b5,2026-05-03T05:43:05.643671+00:00
72118,11,0,11,0.4590519577762707,1.0,0.49400143212913816,5,0.2720692602275564,0.000013866163787126654,5,1,3.3795862315148644,36.20400208785544,0.0,0.0,0.0,0,portugal.csv_b39,2026-05-03T05:43:59.520576+00:00
115519,11,2,9,0.45549059619472276,1.0,0.4970750421654054,5,0.22943884083610017,8.656584631099647e-6,5,1,3.1496343573570402,27.874918409396802,0.2981699744844047,-1.0101833501246904,0.0,0,spain.csv_b1,2026-05-03T05:43:44.408777+00:00
1454,7,5,2,0.0,0.0,0.0,0,0.6898211829436038,0.000687757909215956,1,0,0.0,0.0,-5.795531525314463,33.565504636436295,0.0,0,CF_data.csv_b1,2026-05-03T05:43:04.566321+00:00
117220,11,6,5,0.09241131671604287,0.09473639310697833,0.0016426502606311448,0,0.14162801879915,0.000017061934823408974,0,0,0.0,0.0,-0.16919009059717846,98.93417529992122,0.0,0,kaggle_bitcoin_historical_data_736cb3.csv_b22,2026-05-03T05:43:05.643671+00:00
100000,11,4,7,0.3644963636363636,1.0,0.4804028519193359,4,0.26850909090909086,0.00001,4,1,7.714113799890787,28.98591924709248,1.3286339089108439,4.578953531832139,0.0,1,france.csv_b5,2026-05-03T05:42:49.598536+00:00
111971,11,3,8,0.45501473189892516,1.0,0.4975032369080458,5,0.22078038063427138,8.930883889578551e-6,5,2,3.1869535845932235,24.99832375118035,-4.875547895882161,21.778065810167135,0.0,0,spain.csv_b46,2026-05-03T05:43:44.408777+00:00
118477,11,2,9,0.5132189063163007,1.0,0.44437346356252916,5,0.19606720752090737,8.440456797521882e-6,5,2,2.3604590535900383,20.565687795538622,-3.1140251227585702,7.699684322518324,0.0,0,spain.csv_b37,2026-05-03T05:43:44.408777+00:00
100000,11,2,9,0.45454545454545453,1.0,0.49792959773196915,5,0.2749427272727273,0.00001,5,1,3.8779643999328886,19.691745125051252,-0.185968754631621,1.667361016343878,0.0,1,germany.csv_b18,2026-05-03T05:43:26.711484+00:00
1259,7,5,2,0.0,0.0,0.0,0,0.7665948031317372,0.0007942811755361397,1,0,0.0,0.0,1.125642246805463,3.2225534076027005,0.0,1,TSS_data.csv_b1,2026-05-03T05:42:48.599630+00:00
1259,7,2,5,0.14036083059117213,0.15647339158061954,0.009033423005784703,0,0.6673096561897197,0.0015885623510722795,0,0,0.2574090010313553,0.5573970830204952,0.22841611727618383,10.000500465360297,0.0,0,PEP_data.csv_b1,2026-05-03T05:43:24.770267+00:00
100000,11,4,7,0.3746109090909091,1.0,0.4739492352074418,4,0.25488818181818185,0.00001,4,0,6.80711974851359,28.903451460114603,0.85987787066128,2.7595494660375164,0.0,1,france.csv_b20,2026-05-03T05:42:49.598536+00:00
1259,7,5,2,0.0,0.0,0.0,0,0.6247588789288551,0.0007942811755361397,1,0,0.0,0.0,0.5149733945489803,8.55747743857048,0.0,1,GE_data.csv_b1,2026-05-03T05:42:49.568560+00:00
1259,7,5,2,0.0,0.0,0.0,0,0.6804720299557472,0.0007942811755361397,1,0,0.0,0.0,1.418687144346181,9.14619872840519,0.0,1,CSCO_data.csv_b1,2026-05-03T05:43:03.772365+00:00
113550,11,2,9,0.45464472999479605,1.0,0.4978390627955754,5,0.23873343741243344,8.806693086745927e-6,5,1,3.8076044644309572,33.59117199724292,0.009211521762252595,58.8114821297838,0.0,0,spain.csv_b17,2026-05-03T05:43:44.408777+00:00
1259,7,5,2,0.0,0.0,0.0,0,0.7604674912061727,0.0007942811755361397,1,0,0.0,0.0,4.850864266610531,116.5074928662688,0.0,1,RJF_data.csv_b1,2026-05-03T05:42:48.590688+00:00
504,29,11,16,0.14976737821565408,1.0,0.33588623359700365,5,0.2337848932676519,0.001984126984126984,6,0,1862.2010951935536,25830.407361387228,NaN,NaN,0.0,1,cme_events_2023.csv_b1,2026-05-03T05:42:48.618002+00:00
111437,11,2,9,0.3711155181851629,1.0,0.47594637416302976,4,0.22807260849383304,8.973680195985176e-6,4,1,7.136670559316425,39.590471638267566,0.07391970830999474,-0.7659822436191563,0.0,0,france.csv_b29,2026-05-03T05:42:49.598536+00:00
100000,11,4,7,0.3658872727272728,1.0,0.479393992246099,4,0.26454727272727274,0.00001,4,0,8.090904060999433,33.746507538675395,-0.06219941607101098,8.651783773687615,0.0,1,france.csv_b17,2026-05-03T05:42:49.598536+00:00
100000,11,4,7,0.36729181818181816,1.0,0.47841411952442475,4,0.2559772727272727,0.00001,4,1,9.613988157954239,43.15827667716676,0.5414932124689209,-0.5972560210704224,0.0,1,france.csv_b2,2026-05-03T05:42:49.598536+00:00
37432,10,4,6,0.023357020730925413,0.06609318230391109,0.018839627640605622,0,0.12933051934173967,0.0009884590724513786,0,0,18.045597372820318,55.58917412339019,10.051224138171802,335.7099211784137,0.0,1,International sale Report.csv_b1,2026-05-03T05:43:05.428136+00:00
100000,11,3,8,0.5143072727272727,1.0,0.44337740730752595,5,0.2327836363636364,0.00001,5,1,4.702448816975393,37.06737835528534,-1.523405035798597,19.701133837838928,0.0,0,spain.csv_b31,2026-05-03T05:43:44.408777+00:00
100000,11,2,9,0.3976109090909091,1.0,0.4629581117013532,4,0.36844181818181815,0.00001,4,1,6.8369619302523175,38.203752482536245,-0.0003895588344456913,-0.37394076409622024,0.0,1,portugal.csv_b8,2026-05-03T05:43:59.520576+00:00
1444,7,5,2,0.06450336367233875,0.08587257617728532,0.011095338642777267,0,0.6215868618915711,0.0013850415512465374,0,0,0.0,0.0,-2.883856203904518,30.17615262213789,0.0,0,AKAM_data.csv_b1,2026-05-03T05:43:43.431467+00:00
1259,7,5,2,0.0,0.0,0.0,0,0.7350504935890162,0.0007942811755361397,1,0,0.0,0.0,1.4317952792849817,21.568529961667156,0.0,1,CBS_data.csv_b1,2026-05-03T05:42:49.588966+00:00
111627,11,4,7,0.3797720818602863,1.0,0.4714589111518498,4,0.23745558462965544,8.958406120383062e-6,4,1,8.480623525997158,30.851524179016888,6.736607447840629,242.3412397271722,0.0,0,france.csv_b8,2026-05-03T05:42:49.598536+00:00
100000,11,2,9,0.39791818181818184,1.0,0.46284696023274713,4,0.36889909090909095,0.00001,4,1,6.890722763533254,38.70215332351115,0.001262017170670926,-0.37156056530198533,0.0,1,portugal.csv_b14,2026-05-03T05:43:59.520576+00:00
116569,11,1,10,0.02643537694022815,0.0273743448086541,0.0007345010465066184,0,0.32816849014122734,0.000017157220187185273,0,0,0.5067033809159956,4.615150272327721,4.115824769793649,15.058046781599696,0.0,0,kaggle_bitcoin_historical_data_736cb3.csv_b37,2026-05-03T05:43:05.643671+00:00
1259,7,5,2,0.0,0.0,0.0,0,0.7487802110518552,0.0007942811755361397,1,0,0.0,0.0,2.1861926804253407,34.28391041476512,0.0,1,BF.B_data.csv_b1,2026-05-03T05:42:49.408111+00:00
108133,11,2,9,0.4877965939251578,1.0,0.471178412423981,5,0.24537543412447463,9.247870677776441e-6,5,0,4.69214535691786,26.977511351476316,-8.29536161225349,66.8165469105339,0.0,0,germany.csv_b39,2026-05-03T05:43:26.711484+00:00
123969,11,2,9,0.5979948066195434,1.0,0.4403779454728635,6,0.19289793122767493,8.066532762222814e-6,6,1,1.6577522693990958,14.60407812957879,5.409606966619428,27.264364644183395,8.066532762222814e-6,0,germany.csv_b12,2026-05-03T05:43:26.711484+00:00
122253,11,3,8,0.4756492311398939,1.0,0.47867589634706126,5,0.19977721312657878,8.179758369937753e-6,5,1,2.333461817229558,18.200125379207563,1.1723983835005898,14.504044951767378,0.0,0,spain.csv_b48,2026-05-03T05:43:44.408777+00:00
1259,7,5,2,0.0,0.0,0.0,0,0.8238965165097015,0.0007942811755361397,1,0,0.0,0.0,3.844931320191678,100.07801579706154,0.0,1,STZ_data.csv_b1,2026-05-03T05:43:05.618698+00:00
107467,11,1,10,0.46886105417561574,1.0,0.4082245123387981,4,0.3043251332121404,9.305182055886923e-6,4,1,6.262249820480767,38.99212933966448,-5.144361784508919,24.598571704586366,0.0,0,portugal.csv_b3,2026-05-03T05:43:59.520576+00:00
100000,11,3,8,0.45484545454545455,1.0,0.497656565338782,5,0.26987818181818185,0.00001,5,2,4.254699786885368,33.52443868598685,0.42612294424542907,-0.2738542444467071,0.0,1,spain.csv_b30,2026-05-03T05:43:44.408777+00:00
314,29,7,20,0.2709202723479025,1.0,0.29610799444429764,5,0.21019108280254775,0.0031847133757961785,3,0,949.1315950957658,18640.09688122097,-0.5238308233187831,4.539180676082478,0.0,0,cme_events_slow.csv_b1,2026-05-03T05:42:49.432945+00:00
100000,11,6,5,0.0,0.0,0.0,0,0.24721818181818184,0.00001,5,0,0.0,0.0,2.030129918649066,36.576330740704314,0.0,1,kaggle_bitcoin_historical_data_736cb3.csv_b11,2026-05-03T05:43:05.643671+00:00
123849,19,9,10,0.20004198661273,0.9990149294705649,0.24241118622396185,3,0.16943893051428077,0.00002422304580577962,0,0,9.589414438216838,53.39636950967185,-0.22347258163423156,4.586575687638058,0.0,0,2020_opens_athletes.csv_b2,2026-05-03T05:44:06.618169+00:00
1489,7,2,5,0.02350570852921424,0.0315648085963734,0.004247518683906485,0,0.6062553967187949,0.001343183344526528,0,0,0.11883106282685225,0.27454502441902545,0.6593712201387602,0.12049796921623535,0.0,0,SCHW_data.csv_b1,2026-05-03T05:42:49.517878+00:00
97606,10,1,9,0.0,0.0,0.0,0,0.12864373091818126,0.000010245271807061041,6,0,0.05678753221459022,0.34609330109609543,0.25419957572282487,-0.9963143691756162,0.0,1,temperature_readings___iot_devices_f97a28e8.csv_b1,2026-05-03T05:43:25.485043+00:00
107639,11,4,7,0.3744401530705751,1.0,0.4740410065937065,4,0.2394383921339764,9.290312990644655e-6,4,0,9.504837203185703,35.06519375065293,-0.8762721044018564,19.186187298802828,0.0,0,france.csv_b35,2026-05-03T05:42:49.598536+00:00
113550,11,2,9,0.5641983907769905,1.0,0.47739692471941314,6,0.23015171530363077,8.806693086745927e-6,6,0,1.3802484676076263,12.047444928776276,0.03206716914819564,-0.5550621791345669,0.0,0,germany.csv_b23,2026-05-03T05:43:26.711484+00:00
100000,2,1,1,0.0,0.0,0.0,0,0.500015,0.00003,0,1,6.021329403294032,6.021329403294032,0.005116530768710262,-1.0748679026934933,0.0,1,elliptic_txs_classes.csv_b1,2026-05-03T05:43:24.015615+00:00
100000,11,6,5,0.0,0.0,0.0,0,0.09250272727272729,0.00001,5,0,0.0,0.0,5.348861746546013,222.58061369607424,0.0,1,kaggle_bitcoin_historical_data_736cb3.csv_b2,2026-05-03T05:43:05.643671+00:00
1259,7,5,2,0.0,0.0,0.0,0,0.6616362192216044,0.0007942811755361397,1,0,0.0,0.0,0.5939159105233858,12.821142980422,0.0,1,LUK_data.csv_b1,2026-05-03T05:42:48.404746+00:00
100000,11,2,9,0.4569663636363636,1.0,0.41729687695218803,4,0.3299645454545455,0.00001,4,2,6.933593026730341,38.87112646780994,4.8029766586955045,21.077962284016202,0.00001,0,portugal.csv_b23,2026-05-03T05:43:59.520576+00:00
100000,11,2,9,0.5283018181818181,1.0,0.4306145121022489,5,0.2280536363636364,0.00001,5,0,2.674632305141224,13.538111322338695,-3.0695761831391497,7.422811089075596,0.0,0,germany.csv_b48,2026-05-03T05:43:26.711484+00:00
100000,11,4,7,0.36473636363636364,1.0,0.48022595824111286,4,0.27363,0.00001,4,0,8.507737898450808,35.35485447564476,1.4535164481016305,5.715707271267029,0.0,1,france.csv_b44,2026-05-03T05:42:49.598536+00:00
121627,5,1,4,0.12940054428704154,0.13211704637950455,0.003084793149668549,0,0.18164387841515453,0.000016443717266725315,0,0,0.12744365497968418,0.345117219503323,3.4126839453118456,9.794840637091136,0.000024665575900087975,0,IOT-temp.csv_b1,2026-05-03T05:43:25.103934+00:00
4797,15,7,8,0.021833090125773055,0.3274963518865958,0.08169194294519996,0,0.44144256827183653,0.004169272461955389,0,3,321.0930432242107,967.4803103586947,2.094209976280426,22.985382365527535,0.0,1,Pune Restaurants.csv_b1,2026-05-03T05:43:03.564435+00:00
113635,11,6,5,0.12164305971671659,0.12735512826153914,0.004220923584493828,0,0.07136965643587724,0.00001760021120253443,0,0,0.0,0.0,4.068281298288906,132.81370262956938,0.0,0,kaggle_bitcoin_historical_data_736cb3.csv_b4,2026-05-03T05:43:05.643671+00:00
116562,11,2,9,0.5231238622910008,1.0,0.4353266407320998,5,0.2072607476941651,8.579125272387228e-6,5,0,3.503749554952085,17.64463190749983,0.08036075609870608,65.21910068260806,8.579125272387228e-6,0,germany.csv_b42,2026-05-03T05:43:26.711484+00:00
100000,11,2,9,0.45454545454545453,1.0,0.49792959773196915,5,0.2759918181818182,0.00001,5,1,4.391329638840833,22.039224161841624,-0.1283686616340538,0.6310165765269569,0.0,0,germany.csv_b30,2026-05-03T05:43:26.711484+00:00
112920,11,2,9,0.472633884004766,1.0,0.4814173752342008,5,0.23582101568286482,8.855827134254339e-6,5,0,3.497519402145412,17.674909462896647,-0.659563674157251,0.5570940913836855,0.0,0,germany.csv_b21,2026-05-03T05:43:26.711484+00:00
91013,1,0,1,0.14851724478920594,0.14851724478920594,0.0,0,0.8381110390823289,0.8381110390823289,0,0,74.92141609245304,74.92141609245304,0.0,0.0,0.14851724478920594,0,online_retail_II_2009_2010.csv_b5,2026-05-03T05:43:04.619896+00:00
